1,11,0.05
2,11,0.05
3,11,0.05
4,11,0.05
5,11,0.05
6,11,0.05
7,11,0.05
8,11,0.05
9,11,0.05
10,11,0.05
11,11,0.05
12,11,0.05
13,11,0.05
14,11,0.05
15,11,0.05
16,11,0.05
17,11,0.05
18,11,0.05
19,11,0.05
20,11,0.05
21,11,0.05
22,11,0.05
23,11,0.05
24,11,0.05
25,11,0.05
26,11,0.05
27,11,0.05
28,11,0.05
29,11,0.05
30,11,0.05
31,11,0.05
32,11,0.05
33,11,0.05
34,11,0.05
35,11,0.05
36,11,0.05
37,11,0.05
38,11,0.05
39,11,0.05
40,11,0.05
41,11,0.05
42,11,0.05
43,11,0.05
44,11,0.05
45,11,0.05
46,11,0.05
47,11,0.05
48,11,0.05
49,11,0.05
50,11,0.05
51,11,0.05
52,11,0.05
53,11,0.05
54,11,0.05
55,11,0.05
56,11,0.05
57,11,0.05
58,11,0.05
59,11,0.05
60,11,0.05
61,11,0.05
62,11,0.05
63,11,0.05
64,11,0.05
65,11,0.05
66,11,0.05
67,11,0.05
68,11,0.05
69,11,0.05
70,11,0.05
71,11,0.05
72,11,0.05
73,11,0.05
74,11,0.05
75,11,0.05
76,11,0.05
77,11,0.05
78,11,0.05
79,11,0.05
80,11,0.05
81,11,0.05
82,11,0.05
83,11,0.05
84,11,0.05
85,11,0.05
86,11,0.05
87,11,0.05
88,11,0.05
89,11,0.05
90,11,0.05
91,11,0.05
92,11,0.05
93,11,0.05
94,11,0.05
95,11,0.05
96,11,0.05
97,11,0.05
98,11,0.05
99,11,0.05
100,11,0.05
101,11,0.05
102,11,0.05
103,11,0.05
104,11,0.05
105,11,0.05
106,11,0.05
107,11,0.05
108,11,0.05
109,11,0.05
110,11,0.05
111,11,0.05
112,11,0.05
113,11,0.05
114,11,0.05
115,11,0.05
116,11,0.05
117,11,0.05
118,11,0.05
119,11,0.05
120,11,0.05
121,11,0.05
122,11,0.05
123,11,0.05
124,11,0.05
125,11,0.05
1,109,1.0
2,109,1.0
3,109,1.0
4,109,1.0
5,109,1.0
6,109,1.0
7,109,1.0
8,109,1.0
9,109,1.0
10,109,1.0
11,109,1.0
12,109,1.0
13,109,1.0
14,109,1.0
15,109,1.0
16,109,1.0
17,109,1.0
18,109,1.0
19,109,1.0
20,109,1.0
21,109,1.0
22,109,1.0
23,109,1.0
24,109,1.0
25,109,1.0
26,109,1.0
27,109,1.0
28,109,1.0
29,109,1.0
30,109,1.0
31,109,1.0
32,109,1.0
33,109,1.0
34,109,1.0
35,109,1.0
36,109,1.0
37,109,1.0
38,109,1.0
39,109,1.0
40,109,1.0
41,109,1.0
42,109,1.0
43,109,1.0
44,109,1.0
45,109,1.0
46,109,1.0
47,109,1.0
48,109,1.0
49,109,1.0
50,109,1.0
51,109,1.0
52,109,1.0
53,109,1.0
54,109,1.0
55,109,1.0
56,109,1.0
57,109,1.0
58,109,1.0
59,109,1.0
60,109,1.0
61,109,1.0
62,109,1.0
63,109,1.0
64,109,1.0
65,109,1.0
66,109,1.0
67,109,1.0
68,109,1.0
69,109,1.0
70,109,1.0
71,109,1.0
72,109,1.0
73,109,1.0
74,109,1.0
75,109,1.0
76,109,1.0
77,109,1.0
78,109,1.0
79,109,1.0
80,109,1.0
81,109,1.0
82,109,1.0
83,109,1.0
84,109,1.0
85,109,1.0
86,109,1.0
87,109,1.0
88,109,1.0
89,109,1.0
90,109,1.0
91,109,1.0
92,109,1.0
93,109,1.0
94,109,1.0
95,109,1.0
96,109,1.0
97,109,1.0
98,109,1.0
99,109,1.0
100,109,1.0
101,109,1.0
102,109,1.0
103,109,1.0
104,109,1.0
105,109,1.0
106,109,1.0
107,109,1.0
108,109,1.0
109,109,1.0
110,109,1.0
111,109,1.0
112,109,1.0
113,109,1.0
114,109,1.0
115,109,1.0
116,109,1.0
117,109,1.0
118,109,1.0
119,109,1.0
120,109,1.0
121,109,1.0
122,109,1.0
123,109,1.0
124,109,1.0
125,109,1.0
1,58,1.0
2,58,1.0
3,58,1.0
4,58,1.0
5,58,1.0
6,58,1.0
7,58,1.0
8,58,1.0
9,58,1.0
10,58,1.0
11,58,1.0
12,58,1.0
13,58,1.0
14,58,1.0
15,58,1.0
16,58,1.0
17,58,1.0
18,58,1.0
19,58,1.0
20,58,1.0
21,58,1.0
22,58,1.0
23,58,1.0
24,58,1.0
25,58,1.0
26,58,1.0
27,58,1.0
28,58,1.0
29,58,1.0
30,58,1.0
31,58,1.0
32,58,1.0
33,58,1.0
34,58,1.0
35,58,1.0
36,58,1.0
37,58,1.0
38,58,1.0
39,58,1.0
40,58,1.0
41,58,1.0
42,58,1.0
43,58,1.0
44,58,1.0
45,58,1.0
46,58,1.0
47,58,1.0
48,58,1.0
49,58,1.0
50,58,1.0
51,58,1.0
52,58,1.0
53,58,1.0
54,58,1.0
55,58,1.0
56,58,1.0
57,58,1.0
58,58,1.0
59,58,1.0
60,58,1.0
61,58,1.0
62,58,1.0
63,58,1.0
64,58,1.0
65,58,1.0
66,58,1.0
67,58,1.0
68,58,1.0
69,58,1.0
70,58,1.0
71,58,1.0
72,58,1.0
73,58,1.0
74,58,1.0
75,58,1.0
76,58,1.0
77,58,1.0
78,58,1.0
79,58,1.0
80,58,1.0
81,58,1.0
82,58,1.0
83,58,1.0
84,58,1.0
85,58,1.0
86,58,1.0
87,58,1.0
88,58,1.0
89,58,1.0
90,58,1.0
91,58,1.0
92,58,1.0
93,58,1.0
94,58,1.0
95,58,1.0
96,58,1.0
97,58,1.0
98,58,1.0
99,58,1.0
100,58,1.0
101,58,1.0
102,58,1.0
103,58,1.0
104,58,1.0
105,58,1.0
106,58,1.0
107,58,1.0
108,58,1.0
109,58,1.0
110,58,1.0
111,58,1.0
112,58,1.0
113,58,1.0
114,58,1.0
115,58,1.0
116,58,1.0
117,58,1.0
118,58,1.0
119,58,1.0
120,58,1.0
121,58,1.0
122,58,1.0
123,58,1.0
124,58,1.0
125,58,1.0
1,110,1.0
2,110,1.0
3,110,1.0
4,110,1.0
5,110,1.0
6,110,1.0
7,110,1.0
8,110,1.0
9,110,1.0
10,110,1.0
11,110,1.0
12,110,1.0
13,110,1.0
14,110,1.0
15,110,1.0
16,110,1.0
17,110,1.0
18,110,1.0
19,110,1.0
20,110,1.0
21,110,1.0
22,110,1.0
23,110,1.0
24,110,1.0
25,110,1.0
26,110,1.0
27,110,1.0
28,110,1.0
29,110,1.0
30,110,1.0
31,110,1.0
32,110,1.0
33,110,1.0
34,110,1.0
35,110,1.0
36,110,1.0
37,110,1.0
38,110,1.0
39,110,1.0
40,110,1.0
41,110,1.0
42,110,1.0
43,110,1.0
44,110,1.0
45,110,1.0
46,110,1.0
47,110,1.0
48,110,1.0
49,110,1.0
50,110,1.0
51,110,1.0
52,110,1.0
53,110,1.0
54,110,1.0
55,110,1.0
56,110,1.0
57,110,1.0
58,110,1.0
59,110,1.0
60,110,1.0
61,110,1.0
62,110,1.0
63,110,1.0
64,110,1.0
65,110,1.0
66,110,1.0
67,110,1.0
68,110,1.0
69,110,1.0
70,110,1.0
71,110,1.0
72,110,1.0
73,110,1.0
74,110,1.0
75,110,1.0
76,110,1.0
77,110,1.0
78,110,1.0
79,110,1.0
80,110,1.0
81,110,1.0
82,110,1.0
83,110,1.0
